006 	 544
007 	 547
008 	 830
009 	 536
010 	 848
011 	 834
012 	 544
013 	 797
014 	 871
015 	 824
016 	 537
017 	 880
018 	 989
019 	 885
020 	 582
021 	 477
022 	 527
023 	 881
024 	 851
025 	 966
026 	 531
027 	 830
028 	 505
029 	 629
030 	 510
031 	 541
032 	 972
033 	 835
034 	 603
035 	 524
036 	 544
037 	 895
038 	 881
039 	 669
040 	 890
041 	 549
042 	 551
043 	 983
044 	 976
045 	 886
046 	 536
047 	 547
048 	 851
049 	 996
050 	 531
051 	 598
052 	 537
053 	 667
054 	 542
055 	 993
056 	 963
057 	 540
058 	 845
059 	 890
060 	 534
061 	 761
062 	 525
063 	 996
064 	 997
065 	 541
066 	 801
067 	 813
068 	 531
069 	 688
070 	 836
071 	 545
072 	 997
073 	 977
074 	 518
075 	 962
076 	 772
077 	 531
078 	 764
079 	 897
080 	 818
081 	 679
082 	 834
083 	 772
084 	 519
085 	 980
086 	 531
087 	 976
088 	 933
089 	 770
090 	 878
091 	 667
092 	 974
093 	 533
094 	 505
095 	 804
096 	 833
