5;30985;31,670141;27,017712;0,97406;0,92791
6;30647;30,749883;27,052471;0,96694;0,92997
7;30706;30,18009;26,979159;0,96138;0,92846
8;30873;30,334701;26,936191;0,95945;0,9277
9;30494;30,192773;26,917436;0,95906;0,92834
10;30893;30,516339;26,938954;0,9618;0,92755
11;30864;30,352039;26,939868;0,95855;0,9289
12;30677;30,480658;26,898093;0,96011;0,92735
13;30968;30,525711;26,940197;0,96009;0,92829
14;30813;30,574459;26,945652;0,96169;0,92747
15;30798;30,5886;26,907056;0,96139;0,92749
16;30633;30,765125;26,894179;0,96177;0,92794
17;30628;30,878138;26,87644;0,96307;0,92803
18;30886;30,780996;26,966321;0,96183;0,92785
19;30494;30,734088;26,813087;0,96155;0,92558
20;30966;30,395364;26,956962;0,95945;0,92869
21;30740;30,518765;26,867363;0,96069;0,92778
22;30565;30,390878;26,802077;0,95871;0,92772
23;30945;30,490702;26,90206;0,96118;0,92695
24;30820;30,569787;26,77333;0,9588;0,92615
25;30922;30,714998;26,840434;0,96265;0,92755
26;30974;30,541105;26,831817;0,96096;0,92838
27;30794;30,681505;26,752915;0,96206;0,92696
28;30767;30,411774;26,935455;0,95935;0,9282
29;30999;30,548311;26,893243;0,95984;0,92722
30;30637;30,390602;26,822802;0,95894;0,92636
;;30,5760589231;26,900049;0,9613603846;0,9277226923
