0.97358 	 0.31760
0.94684 	 0.31742
0.90947 	 0.31991
0.86991 	 0.31634
0.83468 	 0.31924
0.79958 	 0.31942
0.76110 	 0.31631
0.73416 	 0.31950
0.71310 	 0.31918
0.69760 	 0.31811
0.67858 	 0.31550
0.67366 	 0.32211
0.65872 	 0.32215
0.64850 	 0.32182
0.63639 	 0.31519
0.63003 	 0.31552
0.61846 	 0.31510
0.60368 	 0.31766
0.60010 	 0.31775
0.59126 	 0.32141
0.57518 	 0.31476
0.57143 	 0.31757
0.57091 	 0.31522
0.56236 	 0.31541
0.55607 	 0.31476
0.54735 	 0.31425
0.54521 	 0.32102
0.53798 	 0.31722
0.53538 	 0.31437
0.53358 	 0.31415
0.52824 	 0.31437
0.52825 	 0.32065
0.52536 	 0.31650
0.52076 	 0.31333
0.52559 	 0.31655
0.52588 	 0.31391
0.52169 	 0.31383
0.52631 	 0.31970
0.52841 	 0.32001
0.52988 	 0.31557
0.52154 	 0.31244
0.51867 	 0.31254
0.51531 	 0.31560
0.51690 	 0.31930
0.51663 	 0.31205
0.51463 	 0.31176
0.51473 	 0.31167
0.52319 	 0.31226
0.52384 	 0.31216
0.52757 	 0.31850
0.52969 	 0.31846
0.52184 	 0.31244
0.51989 	 0.31503
0.52422 	 0.31883
0.52428 	 0.31253
0.52227 	 0.31563
0.50627 	 0.31312
0.50650 	 0.31964
0.50247 	 0.31978
0.49685 	 0.31292
0.49467 	 0.31630
0.48761 	 0.31603
0.47308 	 0.31233
0.47454 	 0.31545
0.47852 	 0.31567
0.47751 	 0.31194
0.48014 	 0.31840
0.47973 	 0.31855
0.46941 	 0.31210
0.47292 	 0.31825
0.47785 	 0.31618
0.47967 	 0.31249
0.47843 	 0.31554
0.48075 	 0.31819
0.48310 	 0.31592
0.48319 	 0.31556
0.48462 	 0.31607
0.48488 	 0.31629
0.48052 	 0.31264
0.47693 	 0.31944
0.46708 	 0.31330
0.45759 	 0.31886
0.45630 	 0.31932
0.45559 	 0.31730
0.45429 	 0.31904
0.45061 	 0.31607
0.44936 	 0.31853
0.44641 	 0.31180
0.44501 	 0.31192
0.45213 	 0.31563
0.45614 	 0.31519
