5;40970;31,743479;29,205547;0,9732;0,96302
6;40927;31,367323;29,363601;0,97005;0,96409
7;40876;31,261708;29,192864;0,96713;0,96255
8;40731;31,139963;29,112076;0,96584;0,96223
9;40910;31,102135;29,205568;0,96521;0,96226
10;40830;31,222229;29,13823;0,96721;0,96261
11;40787;31,178239;29,205013;0,96575;0,96275
12;40674;31,348348;29,073963;0,96643;0,9621
13;40528;31,334483;29,070121;0,96598;0,96169
14;40520;31,258248;29,026563;0,96624;0,9612
15;40875;31,327713;29,17883;0,96613;0,96282
16;40744;31,357613;29,098315;0,96672;0,96226
17;40870;31,398257;29,088166;0,96662;0,96254
18;40947;31,379998;29,205241;0,9661;0,96307
19;40913;31,31533;29,185648;0,96546;0,96223
20;40665;31,359665;29,05684;0,96551;0,96248
21;40537;31,276188;29,040317;0,96577;0,96224
22;40995;31,413806;29,165149;0,96631;0,9628
23;40745;31,330627;29,081628;0,96593;0,96216
24;40871;31,268478;29,022066;0,96542;0,96166
25;40704;31,330156;29,021482;0,96539;0,96214
26;40910;31,320172;29,09984;0,9668;0,96266
27;40941;31,356561;29,082921;0,96601;0,96276
28;40969;31,376834;29,172673;0,96555;0,96239
29;40950;31,305574;29,105408;0,96546;0,96204
30;40908;31,252982;29,175729;0,96488;0,96291
;;31,3202349615;29,1297615;0,9664269231;0,9624484615
