5;642;29,341718;10,695676;0,97377;0,31729
6;558;26,335784;10,690727;0,94832;0,31691
7;853;24,281029;10,788955;0,91121;0,32033
8;558;23,145998;10,692132;0,86859;0,31632
9;564;22,157336;10,696998;0,82744;0,31634
10;892;21,551069;10,78843;0,79732;0,31924
11;864;21,067677;10,794747;0,76532;0,31942
12;839;20,707498;10,778336;0,73236;0,31843
13;438;20,527777;10,657847;0,70246;0,3145
14;566;20,378761;10,712324;0,67861;0,31627
15;906;20,201194;10,795443;0,6654;0,31811
16;847;20,321228;10,800762;0,65292;0,31838
17;813;20,187026;10,788215;0,63908;0,31795
18;548;20,103983;10,707119;0,62642;0,31474
19;659;19,951398;10,752282;0,61828;0,31594
20;940;19,88127;10,841557;0,61597;0,31876
21;907;19,711992;10,81311;0,6123;0,31846
22;988;19,516686;10,878268;0,60546;0,31918
23;546;19,39684;10,716367;0,59075;0,31408
24;892;19,335748;10,81932;0,5791;0,31775
25;999;19,278349;10,887886;0,57604;0,31897
26;941;19,371013;10,860924;0,57702;0,31831
27;976;19,20285;10,864283;0,57543;0,31822
28;544;19,213313;10,742174;0,56712;0,3145
29;809;19,098554;10,834556;0,56564;0,31757
30;885;19,064445;10,847678;0,55519;0,31763
;;20,8973283077;10,7786967692;0,6856738462;0,3174461538
