5;20985;31,508412;16,252185;0,97456;0,7943
6;20881;29,903458;16,157716;0,96328;0,79543
7;20953;29,019224;16,259765;0,95141;0,79595
8;20756;28,653551;16,097082;0,94682;0,79009
9;20922;28,543261;16,258072;0,9432;0,79679
10;20872;28,446834;16,145351;0,9411;0,79198
11;20972;28,471806;16,391909;0,94043;0,80023
12;20692;28,416943;15,973849;0,93974;0,78531
13;20713;28,242537;16,050852;0,93542;0,78846
14;20670;28,212979;15,988627;0,93357;0,78651
15;20818;28,172578;16,152935;0,93672;0,79176
16;20561;27,74808;15,986956;0,933;0,78528
17;20924;27,898903;16,282493;0,93155;0,79459
18;20743;27,901007;16,103738;0,92824;0,79068
19;20901;28,094527;16,16301;0,93411;0,79263
20;20809;27,976594;16,165574;0,93439;0,79272
21;20968;27,777718;16,299876;0,92888;0,7956
22;20701;27,760591;16,099616;0,93243;0,78962
23;20947;27,740226;16,30282;0,93023;0,7949
24;20858;28,187962;16,161463;0,93571;0,79208
25;20913;27,405271;16,298399;0,92715;0,79388
26;20876;27,137043;16,171887;0,92166;0,79353
27;20527;26,894254;16,050271;0,91856;0,78564
28;20900;27,746522;16,190071;0,9286;0,79515
29;20771;27,689451;16,128128;0,93186;0,78979
30;20940;27,773656;16,330231;0,93425;0,79473
;;28,2047456923;16,1716490769;0,9368026923;0,7922165385
