5;50984;31,850157;31,433191;0,97003;0,96804
6;50928;31,89021;31,486105;0,97023;0,96819
7;50996;31,813722;31,401357;0,96964;0,96779
8;50894;31,769927;31,369626;0,969;0,96762
9;50814;31,73731;31,323968;0,96912;0,96751
10;50961;31,710503;31,332063;0,96944;0,96766
11;50878;31,709674;31,329826;0,96846;0,96738
12;50999;31,679534;31,332565;0,96885;0,96787
13;50885;31,709483;31,349169;0,96905;0,96769
14;50869;31,69585;31,331459;0,96924;0,96821
15;50935;31,655538;31,296572;0,96856;0,96765
16;50858;31,652181;31,287121;0,96845;0,9675
17;50937;31,661172;31,287373;0,96846;0,96745
18;50900;31,700295;31,339104;0,96873;0,96778
19;50636;31,759317;31,301807;0,96844;0,96728
20;50649;31,744523;31,275205;0,96885;0,96778
21;50973;31,730683;31,313233;0,96884;0,96771
22;50675;31,723827;31,24636;0,96843;0,96706
23;50954;31,696436;31,262104;0,96841;0,9672
24;50773;31,660424;31,219539;0,96821;0,9669
25;50978;31,676345;31,247377;0,96818;0,96738
26;50982;31,67481;31,231645;0,96852;0,96753
27;50853;31,6932;31,2435;0,96856;0,96763
28;50969;31,747802;31,315897;0,9683;0,96735
29;50761;31,731899;31,295174;0,96816;0,9674
30;50958;31,771256;31,335887;0,96824;0,96752
;;31,7248491538;31,3148933462;0,9687846154;0,96758
