2688 640 0 0
2816 640 0 0
2944 640 0 0
3072 640 1 0
3200 640 2 0
3328 640 -4 -6
3456 640 -6 -7
3584 640 2 -2
3712 640 2 -2
3840 640 7 -7
3968 640 4 -4
0 768 -1 -3
128 768 0 0
256 768 4 -6
384 768 4 -6
512 768 -2 6
640 768 0 1
768 768 0 0
896 768 0 0
1024 768 0 0
1152 768 0 0
1280 768 0 0
1408 768 0 0
1536 768 0 0
1664 768 0 0
1792 768 0 0
1920 768 0 0
2048 768 0 0
2176 768 0 0
2304 768 0 0
2432 768 0 0
2560 768 0 0
2688 768 0 0
2816 768 0 0
2944 768 0 0
3072 768 0 0
3200 768 0 0
3328 768 -2 6
3456 768 -2 2
3584 768 0 -6
3712 768 0 -4
3840 768 -2 -7
3968 768 -4 -4
0 896 0 0
128 896 0 0
256 896 4 -4
384 896 6 -6
512 896 2 6
640 896 0 4
768 896 0 0
896 896 0 0
1024 896 0 0
1152 896 0 0
1280 896 0 0
1408 896 0 0
1536 896 0 0
1664 896 0 0
1792 896 0 0
1920 896 0 0
2048 896 0 0
2176 896 0 0
2304 896 0 0
2432 896 0 0
2560 896 0 0
2688 896 0 0
2816 896 0 0
2944 896 0 0
3072 896 0 0
3200 896 0 0
3328 896 -2 6
3456 896 -4 2
3584 896 2 -2
3712 896 2 -6
3840 896 -1 -7
3968 896 -2 -7
0 1024 -4 0
128 1024 -4 0
256 1024 0 4
384 1024 0 6
512 1024 0 2
640 1024 0 0
768 1024 0 0
896 1024 0 0
1024 1024 0 0
1152 1024 0 0
1280 1024 0 0
1408 1024 0 0
1536 1024 0 0
1664 1024 0 0
1792 1024 0 0
1920 1024 0 0
2048 1024 0 0
2176 1024 0 0
2304 1024 0 0
2432 1024 0 0
2560 1024 0 0
2688 1024 0 0
2816 1024 0 0
2944 1024 0 0
3072 1024 0 0
3200 1024 0 0
3328 1024 0 0
3456 1024 0 0
3584 1024 2 0
3712 1024 2 0
3840 1024 0 2
3968 1024 0 1
0 1152 -7 -3
128 1152 -6 2
256 1152 -2 2
384 1152 1 1
512 1152 0 0
640 1152 0 0
768 1152 0 0
896 1152 0 0
1024 1152 0 0
1152 1152 0 0
1280 1152 0 0
1408 1152 0 0
1536 1152 0 0
1664 1152 0 0
1792 1152 0 0
1920 1152 0 0
2048 1152 0 0
2176 1152 0 0
2304 1152 0 0
2432 1152 0 0
2560 1152 0 0
2688 1152 0 0
2816 1152 0 0
2944 1152 0 0
3072 1152 0 0
3200 1152 0 0
3328 1152 0 0
3456 1152 0 -1
3584 1152 1 0
3712 1152 4 2
3840 1152 -2 2
3968 1152 2 4
0 1280 -1 -1
128 1280 0 0
256 1280 0 0
384 1280 0 0
512 1280 0 0
640 1280 0 0
768 1280 0 0
896 1280 0 0
1024 1280 0 0
1152 1280 0 0
1280 1280 0 0
1408 1280 0 0
1536 1280 0 0
1664 1280 0 0
1792 1280 0 0
1920 1280 0 0
2048 1280 0 0
2176 1280 0 0
2304 1280 0 0
2432 1280 0 0
2560 1280 0 0
2688 1280 0 0
2816 1280 0 0
2944 1280 0 0
3072 1280 0 0
3200 1280 0 0
3328 1280 0 0
3456 1280 0 0
3584 1280 2 1
3712 1280 0 2
3840 1280 0 0
3968 1280 0 0
0 1408 0 2
128 1408 0 0
256 1408 2 0
384 1408 0 0
512 1408 0 0
640 1408 0 0
768 1408 0 0
896 1408 0 0
1024 1408 0 0
1152 1408 0 0
1280 1408 0 0
1408 1408 0 0
1536 1408 0 0
1664 1408 0 0
1792 1408 0 0
1920 1408 0 0
2048 1408 0 0
2176 1408 0 0
2304 1408 0 0
2432 1408 0 0
2560 1408 0 0
2688 1408 0 0
2816 1408 0 0
2944 1408 0 0
3072 1408 0 0
3200 1408 0 0
3328 1408 0 0
3456 1408 0 0
3584 1408 0 1
3712 1408 0 4
3840 1408 0 0
3968 1408 0 0
0 1536 -7 -1
128 1536 -6 -4
256 1536 0 2
384 1536 0 0
512 1536 0 0
640 1536 0 0
768 1536 0 0
896 1536 0 0
1024 1536 0 0
1152 1536 0 0
1280 1536 0 0
1408 1536 0 0
1536 1536 0 0
1664 1536 0 0
1792 1536 0 0
1920 1536 0 0
2048 1536 0 0
2176 1536 0 0
2304 1536 0 0
2432 1536 0 0
2560 1536 0 0
2688 1536 0 0
2816 1536 0 0
2944 1536 0 0
3072 1536 0 0
3200 1536 0 0
3328 1536 0 0
3456 1536 0 0
3584 1536 0 0
3712 1536 0 0
3840 1536 0 0
3968 1536 0 0
0 1664 -4 -4
128 1664 -6 -2
256 1664 0 0
384 1664 0 0
512 1664 0 0
640 1664 0 0
768 1664 0 0
896 1664 0 0
1024 1664 0 0
1152 1664 0 0
1280 1664 0 0
1408 1664 0 0
1536 1664 0 0
1664 1664 0 0
1792 1664 0 0
1920 1664 0 0
2048 1664 0 0
2176 1664 0 0
2304 1664 0 0
2432 1664 0 0
2560 1664 0 0
2688 1664 0 0
2816 1664 0 0
2944 1664 0 0
3072 1664 0 0
3200 1664 0 0
3328 1664 0 0
3456 1664 0 0
3584 1664 0 0
3712 1664 0 0
3840 1664 0 0
3968 1664 0 0
0 1792 1 0
128 1792 0 0
256 1792 2 2
384 1792 0 0
512 1792 0 0
640 1792 0 0
768 1792 0 0
896 1792 0 0
1024 1792 0 0
1152 1792 0 0
1280 1792 0 0
1408 1792 0 0
1536 1792 0 0
1664 1792 0 0
1792 1792 0 0
1920 1792 0 0
2048 1792 0 0
2176 1792 0 0
2304 1792 0 0
2432 1792 0 0
2560 1792 0 0
2688 1792 0 0
2816 1792 0 0
2944 1792 0 0
3072 1792 0 0
3200 1792 0 0
3328 1792 0 0
3456 1792 0 0
3584 1792 0 0
3712 1792 0 -2
3840 1792 6 -2
3968 1792 4 3
0 1920 -3 0
128 1920 0 0
256 1920 0 0
384 1920 0 0
512 1920 0 0
640 1920 0 0
768 1920 0 0
896 1920 0 0
1024 1920 0 0
1152 1920 0 0
1280 1920 0 0
1408 1920 0 0
1536 1920 0 0
1664 1920 0 0
1792 1920 0 0
1920 1920 0 0
2048 1920 0 0
2176 1920 0 0
2304 1920 0 0
2432 1920 0 0
2560 1920 0 0
2688 1920 0 0
2816 1920 0 0
2944 1920 0 0
3072 1920 0 0
3200 1920 0 0
3328 1920 0 0
3456 1920 0 0
3584 1920 0 0
3712 1920 0 2
3840 1920 2 2
3968 1920 2 2
0 2048 1 2
128 2048 6 -2
256 2048 0 1
384 2048 0 1
512 2048 0 0
640 2048 0 0
768 2048 0 0
896 2048 0 0
1024 2048 0 0
1152 2048 0 0
1280 2048 0 0
1408 2048 0 0
1536 2048 0 0
1664 2048 0 0
1792 2048 0 0
1920 2048 0 0
2048 2048 0 0
2176 2048 0 0
2304 2048 0 0
2432 2048 0 0
2560 2048 0 0
2688 2048 0 0
2816 2048 0 0
2944 2048 0 0
3072 2048 0 0
3200 2048 0 0
3328 2048 0 0
3456 2048 0 0
3584 2048 0 0
3712 2048 -2 0
3840 2048 2 -6
3968 2048 2 -2
0 2176 2 2
128 2176 6 0
256 2176 2 1
384 2176 0 1
512 2176 0 0
640 2176 0 0
768 2176 0 0
896 2176 0 0
1024 2176 0 0
1152 2176 0 0
1280 2176 0 0
1408 2176 0 0
1536 2176 0 0
1664 2176 0 0
1792 2176 0 0
1920 2176 0 0
2048 2176 0 0
2176 2176 0 0
2304 2176 0 0
2432 2176 0 0
2560 2176 0 0
2688 2176 0 0
2816 2176 0 0
2944 2176 0 0
3072 2176 0 0
3200 2176 0 0
3328 2176 0 0
3456 2176 0 0
3584 2176 0 0
3712 2176 0 0
3840 2176 0 -4
3968 2176 2 -4
0 2304 0 0
128 2304 0 0
256 2304 0 0
384 2304 0 0
512 2304 0 0
640 2304 0 0
768 2304 0 0
896 2304 0 0
1024 2304 0 0
1152 2304 0 0
1280 2304 0 0
1408 2304 0 0
1536 2304 0 0
1664 2304 0 0
1792 2304 0 0
1920 2304 0 0
2048 2304 0 0
2176 2304 0 0
2304 2304 0 0
2432 2304 0 0
2560 2304 0 0
2688 2304 0 0
2816 2304 0 0
2944 2304 0 0
3072 2304 0 0
3200 2304 0 0
3328 2304 0 0
3456 2304 0 0
3584 2304 0 0
3712 2304 0 0
3840 2304 -4 -2
3968 2304 -1 -2
0 2432 0 0
128 2432 0 0
256 2432 0 0
384 2432 0 0
512 2432 0 0
640 2432 0 0
768 2432 0 0
896 2432 0 0
1024 2432 0 0
1152 2432 0 0
1280 2432 0 0
1408 2432 0 0
1536 2432 0 0
1664 2432 0 0
1792 2432 0 0
1920 2432 0 0
2048 2432 0 0
2176 2432 0 0
2304 2432 0 0
2432 2432 0 0
2560 2432 0 0
2688 2432 0 0
2816 2432 0 0
2944 2432 0 0
3072 2432 0 0
3200 2432 0 0
3328 2432 0 0
3456 2432 0 0
3584 2432 0 0
3712 2432 0 2
3840 2432 -2 -6
3968 2432 -1 -4
0 2560 -6 -4
128 2560 -2 -6
256 2560 6 2
384 2560 1 1
512 2560 0 0
640 2560 0 0
768 2560 0 0
896 2560 0 0
1024 2560 0 0
1152 2560 0 0
1280 2560 0 0
1408 2560 0 0
1536 2560 0 0
1664 2560 0 0
1792 2560 0 0
1920 2560 0 0
2048 2560 0 0
2176 2560 0 0
2304 2560 0 0
2432 2560 0 0
2560 2560 0 0
2688 2560 0 0
2816 2560 0 0
2944 2560 0 0
3072 2560 0 0
3200 2560 0 0
3328 2560 0 0
3456 2560 0 0
3584 2560 0 0
3712 2560 0 0
3840 2560 -2 2
3968 2560 -1 0
0 2688 -7 -2
128 2688 -4 -4
256 2688 4 2
384 2688 1 1
512 2688 0 0
640 2688 0 0
768 2688 0 0
896 2688 0 0
1024 2688 0 0
1152 2688 0 0
1280 2688 0 0
1408 2688 0 0
1536 2688 0 0
1664 2688 0 0
1792 2688 0 0
1920 2688 0 0
2048 2688 0 0
2176 2688 0 0
2304 2688 0 0
2432 2688 0 0
2560 2688 0 0
2688 2688 0 0
2816 2688 0 0
2944 2688 0 0
3072 2688 0 0
3200 2688 0 0
3328 2688 0 0
3456 2688 0 0
3584 2688 2 -2
3712 2688 2 2
3840 2688 -1 3
3968 2688 -4 0
0 2816 -6 2
128 2816 -6 0
256 2816 0 0
384 2816 2 -2
512 2816 0 0
640 2816 0 0
768 2816 0 0
896 2816 0 0
1024 2816 0 0
1152 2816 0 0
1280 2816 0 0
1408 2816 0 0
1536 2816 0 0
1664 2816 0 0
1792 2816 0 0
1920 2816 0 0
2048 2816 0 0
2176 2816 0 0
2304 2816 0 0
2432 2816 0 0
2560 2816 0 0
2688 2816 0 0
2816 2816 0 0
2944 2816 0 0
3072 2816 0 0
3200 2816 0 0
3328 2816 0 0
3456 2816 0 0
3584 2816 2 -6
3712 2816 2 -1
3840 2816 0 -1
3968 2816 -2 -4
0 2944 -4 2
128 2944 -6 0
256 2944 0 0
384 2944 2 0
512 2944 0 0
640 2944 0 0
768 2944 0 0
896 2944 0 0
1024 2944 0 0
1152 2944 0 0
1280 2944 0 0
1408 2944 0 0
1536 2944 0 0
1664 2944 0 0
1792 2944 0 0
1920 2944 0 0
2048 2944 0 0
2176 2944 0 0
2304 2944 0 0
2432 2944 0 0
2560 2944 0 0
2688 2944 0 0
2816 2944 0 0
2944 2944 0 0
3072 2944 0 0
3200 2944 0 0
3328 2944 0 0
3456 2944 0 0
3584 2944 0 -2
3712 2944 3 -1
3840 2944 0 -4
3968 2944 3 -7
0 3072 -7 -6
128 3072 -6 -2
256 3072 -2 0
384 3072 0 0
512 3072 2 -2
640 3072 0 -1
768 3072 0 0
896 3072 0 0
1024 3072 0 0
1152 3072 0 0
1280 3072 0 0
1408 3072 0 0
1536 3072 0 0
1664 3072 0 0
1792 3072 0 0
1920 3072 0 0
2048 3072 0 0
2176 3072 0 0
2304 3072 0 0
2432 3072 0 0
2560 3072 0 0
2688 3072 0 0
2816 3072 0 0
2944 3072 0 0
3072 3072 0 0
3200 3072 0 0
3328 3072 0 0
3456 3072 2 2
3584 3072 6 4
3712 3072 4 4
3840 3072 3 3
3968 3072 0 0
0 3200 -7 -1
128 3200 -7 -5
256 3200 3 2
384 3200 0 0
512 3200 0 -6
640 3200 0 -2
768 3200 0 0
896 3200 0 0
1024 3200 0 0
1152 3200 0 0
1280 3200 0 0
1408 3200 0 0
1536 3200 0 0
1664 3200 0 0
1792 3200 0 0
1920 3200 0 0
2048 3200 0 0
2176 3200 0 0
2304 3200 0 0
2432 3200 0 0
2560 3200 0 0
2688 3200 0 0
2816 3200 0 0
2944 3200 0 0
3072 3200 0 0
3200 3200 2 0
3328 3200 0 3
3456 3200 3 3
3584 3200 4 2
3712 3200 4 4
3840 3200 0 0
3968 3200 0 0
0 3328 0 0
128 3328 0 0
256 3328 -2 6
384 3328 -3 7
512 3328 -2 0
640 3328 0 0
768 3328 0 0
896 3328 0 0
1024 3328 0 0
1152 3328 0 0
1280 3328 0 0
1408 3328 0 0
1536 3328 0 0
1664 3328 0 0
1792 3328 0 0
1920 3328 0 0
2048 3328 0 0
2176 3328 0 0
2304 3328 0 0
2432 3328 0 0
2560 3328 0 0
2688 3328 0 0
2816 3328 0 0
2944 3328 0 0
3072 3328 -2 2
3200 3328 -2 3
3328 3328 4 4
3456 3328 7 7
3584 3328 -4 4
3712 3328 -6 7
3840 3328 0 0
3968 3328 0 0
0 3456 0 2
128 3456 2 3
256 3456 0 4
384 3456 0 6
512 3456 -2 2
640 3456 0 3
768 3456 0 0
896 3456 0 0
1024 3456 0 0
1152 3456 0 -2
1280 3456 0 0
1408 3456 0 0
1536 3456 0 0
1664 3456 0 0
1792 3456 0 0
1920 3456 0 0
2048 3456 0 0
2176 3456 0 0
2304 3456 0 0
2432 3456 0 0
2560 3456 0 0
2688 3456 0 0
2816 3456 0 0
2944 3456 0 0
3072 3456 -1 0
3200 3456 -2 2
3328 3456 4 4
3456 3456 4 4
3584 3456 -4 4
3712 3456 -3 4
3840 3456 0 0
3968 3456 2 2
0 3584 4 4
128 3584 6 4
256 3584 -4 0
384 3584 -4 0
512 3584 0 0
640 3584 0 0
768 3584 -3 -1
896 3584 -1 -1
1024 3584 -2 3
1152 3584 0 0
1280 3584 -6 -4
1408 3584 -2 -4
1536 3584 0 0
1664 3584 0 0
1792 3584 0 0
1920 3584 0 0
2048 3584 0 0
2176 3584 0 0
2304 3584 0 1
2432 3584 0 1
2560 3584 -2 0
2688 3584 -2 2
2816 3584 0 0
2944 3584 0 3
3072 3584 -2 2
3200 3584 -4 0
3328 3584 -2 2
3456 3584 0 -3
3584 3584 4 -3
3712 3584 6 0
3840 3584 0 0
3968 3584 -2 0
0 3712 4 4
128 3712 4 4
256 3712 -7 3
384 3712 -4 0
512 3712 0 0
640 3712 0 0
768 3712 0 -4
896 3712 0 -4
1024 3712 0 2
1152 3712 2 2
1280 3712 -7 -1
1408 3712 -6 -1
1536 3712 0 1
1664 3712 0 3
1792 3712 0 2
1920 3712 2 2
2048 3712 0 0
2176 3712 0 2
2304 3712 2 6
2432 3712 0 6
2560 3712 -2 3
2688 3712 -1 3
2816 3712 2 3
2944 3712 0 0
3072 3712 -4 0
3200 3712 -4 0
3328 3712 0 0
3456 3712 0 0
3584 3712 6 0
3712 3712 4 0
3840 3712 0 0
3968 3712 0 0
0 3840 0 0
128 3840 0 0
256 3840 -4 4
384 3840 -4 4
512 3840 0 0
640 3840 0 0
768 3840 -7 7
896 3840 -4 4
1024 3840 4 4
1152 3840 4 4
1280 3840 -4 4
1408 3840 -7 4
1536 3840 4 0
1664 3840 2 0
1792 3840 0 0
1920 3840 0 0
2048 3840 2 0
2176 3840 4 3
2304 3840 0 0
2432 3840 0 3
2560 3840 0 0
2688 3840 0 0
2816 3840 0 0
2944 3840 0 0
3072 3840 -7 -3
3200 3840 -4 0
3328 3840 0 0
3456 3840 0 0
3584 3840 3 7
3712 3840 -3 1
3840 3840 7 -7
3968 3840 4 -4
0 3968 0 0
128 3968 0 0
256 3968 -4 4
384 3968 -7 4
512 3968 0 3
640 3968 0 3
768 3968 -4 4
896 3968 -4 4
1024 3968 6 2
1152 3968 4 3
1280 3968 -4 4
1408 3968 -4 3
1536 3968 4 1
1664 3968 4 0
1792 3968 0 0
1920 3968 0 0
2048 3968 4 0
2176 3968 4 0
2304 3968 -1 1
2432 3968 -3 0
2560 3968 0 0
2688 3968 2 0
2816 3968 -3 3
2944 3968 3 3
3072 3968 -7 -3
3200 3968 -4 0
3328 3968 0 0
3456 3968 -3 3
3584 3968 3 2
3712 3968 -3 7
3840 3968 7 -1
3968 3968 4 -4
