002 	 929
003 	 997
004 	 977
005 	 999
006 	 1000
007 	 940
008 	 935
009 	 950
010 	 999
011 	 949
012 	 925
013 	 995
014 	 947
015 	 953
016 	 970
017 	 984
018 	 955
019 	 980
020 	 988
021 	 934
022 	 961
023 	 958
024 	 917
025 	 947
026 	 924
027 	 1000
028 	 952
029 	 953
030 	 962
031 	 927
032 	 937
033 	 924
034 	 993
035 	 958
036 	 957
037 	 984
038 	 945
039 	 977
040 	 934
041 	 918
042 	 957
043 	 1000
044 	 992
045 	 991
046 	 906
047 	 997
048 	 975
049 	 898
050 	 984
051 	 883
052 	 1000
