39.310400 	 10.449303
38.825758 	 10.589377
38.488671 	 10.471854
38.465799 	 10.609223
38.341441 	 10.615837
38.356152 	 10.494554
38.350970 	 10.498393
38.358657 	 10.504178
38.333762 	 10.637359
38.334051 	 10.510539
38.161576 	 10.513377
38.185222 	 10.645939
38.174254 	 10.517561
37.963567 	 10.519359
37.677302 	 10.521909
37.371058 	 10.524184
37.409762 	 10.525644
37.064439 	 10.527773
36.683031 	 10.528985
36.405505 	 10.531627
36.138060 	 10.533011
36.262828 	 10.535270
36.700281 	 10.535589
37.027237 	 10.537280
36.476819 	 10.535191
36.565700 	 10.683304
35.944343 	 10.539218
36.380820 	 10.538981
35.844039 	 10.545931
36.034565 	 10.544607
36.004077 	 10.551079
36.045944 	 10.546577
35.870468 	 10.548874
36.354180 	 10.548235
36.100094 	 10.550417
36.593279 	 10.553443
36.125668 	 10.553332
36.638784 	 10.560415
36.402105 	 10.559150
36.424878 	 10.433071
36.343758 	 10.546409
36.307021 	 10.688689
35.963268 	 10.541954
35.825828 	 10.543050
35.503713 	 10.543254
35.985113 	 10.545597
35.733276 	 10.546635
35.599772 	 10.547958
35.663983 	 10.551977
35.696914 	 10.413975
35.418542 	 10.700952
